region_code,region_name,district_code,district_name,council_code,council_name,division_code,division_name,township_code,township_name,ward_code,ward_name,village_mtaa_code,village_mtaa_name
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100091,Ilboru Ward,100848,Meriti Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100091,Ilboru Ward,100847,Oltulelei Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100077,Ilkiding'a Ward,100237,Ilkiding'a Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100077,Ilkiding'a Ward,100239,Ilkisongo Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100077,Ilkiding'a Ward,100238,Oloigeruno Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100075,Kimnyak Ward,100233,Kimnyak Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100075,Kimnyak Ward,100232,Olevolos Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100075,Kimnyak Ward,100231,Olmuringaringa Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100086,Kiranyi Ward,100832,Ilkiurei Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100086,Kiranyi Ward,100834,Kiranyi Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100086,Kiranyi Ward,100833,Namayana Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100086,Kiranyi Ward,100831,Siwandeti Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100072,Laroi Ward,100222,Enjoro Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100072,Laroi Ward,100223,Kisima cha Mungu Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100072,Laroi Ward,100221,Laroi Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100089,Moivo Ward,100844,Ilkilorit Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100089,Moivo Ward,100841,Moivo Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100089,Moivo Ward,100842,Oloresho Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100089,Moivo Ward,100843,Sama Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100074,Oljoro Ward,100230,Mbuyuni Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100074,Oljoro Ward,100228,Mirongoine Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100074,Oljoro Ward,100229,Oljoro Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100088,Olmotonyi Ward,100840,Emaoi Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100088,Olmotonyi Ward,100839,Ngaramtoni Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100088,Olmotonyi Ward,100838,Olmotonyi Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100085,Oloirien Ward,100829,Mringa Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100085,Oloirien Ward,100828,Oloirien Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100085,Oloirien Ward,100830,Olosiva Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100078,Olturoto Ward,100242,Ilkirevi Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100078,Olturoto Ward,100240,Kivululu Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100078,Olturoto Ward,100241,Oldonyosapuk Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100078,Olturoto Ward,100243,Osunyai Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100087,Olturumet Ward,100835,Ekenywa Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100087,Olturumet Ward,100837,Ilkiushin Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100087,Olturumet Ward,100836,Seuri Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100076,Sambasha Ward,100234,Sambasha Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100076,Sambasha Ward,100235,Shiboro Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100076,Sambasha Ward,100236,Timbolo Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100090,Tarakwa Ward,100846,Saitabau Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100039,Enaboishu,100059,Ngaramtoni,100090,Tarakwa Ward,100845,Tarakwa Kitongoji
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100079,Bangata Ward,100244,Bangata Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100079,Bangata Ward,100245,Midawe Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100079,Bangata Ward,100246,Sasi Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100084,Bwawani Ward,100261,Bwawani Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100084,Bwawani Ward,100264,Kigongoni Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100084,Bwawani Ward,100263,Mungushi Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100084,Bwawani Ward,100262,Themi ya Simba Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100081,Kiutu Ward,100252,Engorika Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100081,Kiutu Ward,100251,Naurei Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100081,Kiutu Ward,100253,Olgilai Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100081,Kiutu Ward,100250,Sekei Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100082,Mlangarini Ward,100255,Kiserian Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100082,Mlangarini Ward,100256,Manyire Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100082,Mlangarini Ward,100254,Mlangarini Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100083,Nduruma Ward,100260,Maji Moto Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100083,Nduruma Ward,100259,Marurani Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100083,Nduruma Ward,100257,Nduruma Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100083,Nduruma Ward,100258,Samaria Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100080,Sokon II Ward,100249,Ng'ires Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100080,Sokon II Ward,100248,Oldadai Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100040,Moshono,,,100080,Sokon II Ward,100247,Sokon II Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100070,Kisongo Ward,100215,Engorora Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100070,Kisongo Ward,100216,Ilkerin Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100070,Kisongo Ward,100217,Lesiraa Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100070,Kisongo Ward,100218,Loovilukuny Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100067,Lemanyata Ward,100205,Lemanyata Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100067,Lemanyata Ward,100207,Lenjani Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100067,Lemanyata Ward,100206,Olkokola Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100066,Lengijave Ward,100203,Ilkurot Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100066,Lengijave Ward,100204,Lengijave Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100066,Lengijave Ward,100202,Olkejulenderit Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100071,Mateves Ward,100220,Lemugur Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100071,Mateves Ward,100219,Ngorbob Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100073,Musa Ward,100227,Likamba Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100073,Musa Ward,100225,Nengung'u Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100073,Musa Ward,100226,Olchorovus Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100073,Musa Ward,100224,Oloitushula Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100065,Mwandet Ward,100200,Engalaoni Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100065,Mwandet Ward,100201,Engurtoto Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100065,Mwandet Ward,100198,Imbibia Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100065,Mwandet Ward,100199,Losikito Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100068,Oldonyosambu Ward,100210,Lemanda Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100068,Oldonyosambu Ward,100209,Lemong'o Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100068,Oldonyosambu Ward,100208,Oldonyosambu Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100069,Oldonyowass Ward,100213,Engutukoit Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100069,Oldonyowass Ward,100214,Losinoni juu Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100069,Oldonyowass Ward,100212,Losinoni Village
100001,Arusha,100030,Arumeru,100033,Arusha District Council,100041,Mukulat,,,100069,Oldonyowass Ward,100211,Oldonyowas Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100139,Imbaseni Ward,100431,Imbaseni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100139,Imbaseni Ward,100430,Kiwawa Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100139,Imbaseni Ward,100429,Ngongongare Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100135,Kikatiti Ward,100412,Kikatiti Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100135,Kikatiti Ward,100413,Nasholi Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100135,Kikatiti Ward,100415,Ngyeku Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100135,Kikatiti Ward,100414,Sakila Chini Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100135,Kikatiti Ward,100416,Sakila juu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100394,King'ori Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100392,Mareu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100397,Mboreny Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100398,Muungano Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100396,Nkoanoel Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100393,Nkoansiyo Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100395,Nsengony Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100130,King'ori Ward,100399,Oldonyongiro Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100136,Leguruki Ward,100420,Kandashe Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100136,Leguruki Ward,100417,Leguruki Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100136,Leguruki Ward,100419,Miririny Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100136,Leguruki Ward,100418,Nkoasenga Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100138,Maji ya chai Ward,100426,Kitefu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100138,Maji ya chai Ward,100428,Lerai Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100138,Maji ya chai Ward,100427,Maji ya Chai Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100138,Maji ya chai Ward,100425,Ngurdoto Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100131,Malula Ward,100400,Kolila Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100131,Malula Ward,100403,Malula Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100131,Malula Ward,100401,Ngejusosia Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100131,Malula Ward,100402,Nrumangeny Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100137,Maruvango Ward,100421,Maruvango Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100137,Maruvango Ward,100423,Mbaaseny Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100137,Maruvango Ward,100424,Mouwara Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100137,Maruvango Ward,100422,Shishtony Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100134,Ngabobo Ward,100409,Ngabobo Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100134,Ngabobo Ward,100410,Oltepes Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100134,Ngabobo Ward,100411,Tank Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100132,Ngarenanyuki Ward,100405,Ilkirumuni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100132,Ngarenanyuki Ward,100404,Olkung'wado Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100133,Uwiro Ward,100407,Kisimiri Juu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100133,Uwiro Ward,100408,Kisimiri Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100050,King'ori,,,100133,Uwiro Ward,100406,Uwiro Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100129,Kikwe Ward,100391,Karangai Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100129,Kikwe Ward,100388,Kikwe Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100129,Kikwe Ward,100390,Maweni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100129,Kikwe Ward,100389,Nambala Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100128,Majengo Ward,100387,Engatani Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100128,Majengo Ward,100385,Kaloleni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100128,Majengo Ward,100386,Majengo Kati Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100127,Makiba Ward,100383,Makiba Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100127,Makiba Ward,100384,Patanumbe Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100127,Makiba Ward,100382,Valeska Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100126,Maroroni Ward,100380,Kwaugoro Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100126,Maroroni Ward,100378,Maroroni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100126,Maroroni Ward,100381,Migandini Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100126,Maroroni Ward,100379,Samaria Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100124,Mbuguni Ward,100373,Kikuletwa Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100124,Mbuguni Ward,100371,Mbuguni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100124,Mbuguni Ward,100372,Mikungani Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100125,Shambarai Burka Ward,100377,Kambi ya Tanga Juu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100125,Shambarai Burka Ward,100375,Kerikenyi Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100125,Shambarai Burka Ward,100376,Msitu wa Mbogo Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100051,Mbuguni,,,100125,Shambarai Burka Ward,100374,Shambarai Burka Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100145,Akheri Ward,100452,Akeri Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100145,Akheri Ward,100451,Nguruma Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100145,Akheri Ward,100450,Patandi Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100148,Ambureni Ward,100459,Ambureni Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100148,Ambureni Ward,100460,Shangarai Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100142,Nkoanekoli Ward,100441,Nkoanekoli Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100142,Nkoanekoli Ward,100442,Nkure Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100142,Nkoanekoli Ward,100443,Sangananu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100147,Nkoanrua Ward,100458,Kipande Nkoavele Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100147,Nkoanrua Ward,100457,Loita Nkoamala Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100147,Nkoanrua Ward,100456,Nkoanrua Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100141,Nkoaranga Ward,100440,Ngyani Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100141,Nkoaranga Ward,100439,Nkoaranga Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100141,Nkoaranga Ward,100438,Nshupu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100143,Nkoarisambu Ward,100445,Kimundo Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100143,Nkoarisambu Ward,100444,Mfulony Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100143,Nkoarisambu Ward,100446,Nkoarisambu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100146,Poli Ward,100453,Ndatu Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100146,Poli Ward,100454,Njoro Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100146,Poli Ward,100455,Poli Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100144,Seela Sing'isi Ward,100448,Malala Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100144,Seela Sing'isi Ward,100449,Seela Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100144,Seela Sing'isi Ward,100447,Sing'isi Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100437,Kilinga Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100436,Mulala Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100432,Songoro Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100433,Sura Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100435,Urisho Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100140,Songoro Ward,100434,Ushili Village
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101610,Kisambare Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101613,Magadini Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101611,Magadirisho Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101614,Manyata Kati Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101608,Mji Mwema Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101612,Mlima Sioni Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101615,Nganana Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101607,Ngaresero Kitongoji
100001,Arusha,100030,Arumeru,100036,Meru District Council,100052,Poli,100062,Usariver,100149,Usariver Ward,101609,Usa Madukani Kitongoji
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139621,Azimio Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139620,Burka Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139619,Kware Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139630,Majengo A Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139631,Majengo B Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139626,Mama Musa Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139627,Ngurumo Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139625,Remtula Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139624,Sacon Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139623,Samanga Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139622,Shamsi Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139629,Shuma Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139519,Elerai Ward,139628,Urundini Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139571,Block C1 Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139572,Block C 2 Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139573,Block D Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139574,Block F Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139575,Block H Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139512,Engutoto Ward,139576,Block J Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,139564,Ilkirowa Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,139567,Kikwakwaru A Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,277561,Kikwakwaru B Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,139566,Korongoni Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,139569,Lemara Kati Mtaa
100001,Arusha,100027,Arusha,139502,Arusha City Council,139504,Elerai,,,139511,Lemara Ward,139565,Olepolos Mtaa
